ExportTag,QualtricsID,Type,Selector,QuestionText,Choices,SubQuestions,HasDisplayLogic
EUTB2,QID173,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, if the publishing company were sued for these actions, what legal consequences do you think it would face?","1=1 No consequences | 2=2 | 3=3 | 6=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 4=5 | 7=6 | 8=7 Very negative consequences, such as incarceration and/or a large fine",,False
FSTA2,QID147,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, if the student was sued for these actions, what legal consequences do you think they would face?","1=1 No consequences | 2=2 | 3=3 | 6=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 4=5 | 7=6 | 8=7 Very negative consequences, such as incarceration and/or a large fine",,False
FSC2,QID153,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, if the student was sued for these actions, what legal consequences do you think they would face?","1=1 No consequences | 2=2 | 3=3 | 6=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 4=5 | 7=6 | 8=7 Very negative consequences, such as incarceration and/or a large fine",,False
FSTB2,QID197,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, if the student was sued for these actions, what legal consequences do you think they would face?","1=1 No consequences | 2=2 | 3=3 | 6=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 4=5 | 7=6 | 8=7 Very negative consequences, such as incarceration and/or a large fine",,False
FSTB3,QID228,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, if the student was sued for these actions, what legal consequences do you think they should face?","1=1 No consequences | 2=2 | 3=3 | 6=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 4=5 | 7=6 | 8=7 Very negative consequences, such as incarceration and/or a large fine",,False
PDC3,QID26,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the executive's company face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
PDTA3,QID76,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the executive's company face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
EUC3,QID79,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the publishing company face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
EUTA3,QID83,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the publishing company face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
PUC3,QID97,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the homeowner face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
CAC3,QID105,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the bike shop owner face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
LSC3,QID119,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the entrepreneur face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
LSTA3,QID130,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the entrepreneur face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
WNC3,QID136,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the promoter face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
WNTA3,QID142,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the promoter face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
FSTA3,QID148,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the student face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 14=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 7=5 | 8=6 | 12=7 Very negative consequences, such as incarceration and/or a large fine",,False
FSC3,QID154,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the student face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
PDTB3,QID162,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the executive's company face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
PUTB3,QID168,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the homeowner face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
EUTB3,QID174,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the publishing company face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
CATB3,QID180,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the bike shop owner face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
LSTB3,QID186,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the entrepreneur face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
WNTB3,QID192,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the promoter face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
PUTA3,QID1215596997,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the homeowner face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
CATA3,QID1215597205,MC,SAVR,"On a scale from 1–7, with 7 being the most negative: In your opinion, what legal consequences should the bike shop owner face for these actions, if sued?","1=1 No consequences | 10=2 | 6=3 | 7=4 Some negative consequences, such as a court order to stop and/or a moderate fine | 8=5 | 12=6 | 13=7 Very negative consequences, such as incarceration and/or a large fine",,False
CAPTCHA,QID254,Captcha,V2,Please complete the following CAPTCHA.,,,False
IDMcD-Text,QID218,TE,SL,Please identify the brand you associate with this logo.,,,False
IDFAKE-Text,QID219,TE,SL,Please identify the brand you associate with this logo.,,,False
IDFF-Text,QID224,TE,SL,Please identify the brand you associate with this logo.,,,False
IDCC-Text,QID225,TE,SL,Please identify the brand you associate with this logo.,,,False
NOVIZSCREEN,QID246,TE,SL,Please provide information about your prior experience with intellectual property and Creative Commons.,,,False
LIBCON,QID211,MC,SAHR,"Politically, do you tend to be more liberal, or conservative?",1=Very Liberal | 2=Somewhat Liberal | 6=Moderate | 7=Somewhat Conservative | 3=Very Conservative,,False
DEBRIEF,QID257,DB,TB,Thank you for providing your opinion on the scenarios. The authorship and licensing information of the images and other works in the scenarios were created for this survey and are fictitious.,,,False
CONSENT,QID2,MC,SAVR,"Thank you for your interest in this study. We want to understand more about how different people make decisions about copyright. Please answer truthfully and follow directions carefully. Failure to follow directions may lead to termination of the study. Please review the following consent document. Principal Investigator: Aaron Shaw Student Investigator: Thomas Rousse Supported By: This research is supported by Northwestern University’s Media, Technology & Society program, School of Communicatio",1=I Agree | 2=I Disagree,,False
Feedback,QID253,TE,ESTB,"This section is optional. If you have any feedback, concerns, or spot any errors, you may use this space to communicate with the research team.",,,False
TIME-Consent,QID65,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
TIME-PDC,QID71,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
PDTA-TIME,QID73,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
EUC-TIME,QID91,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
EUTA-TIME,QID92,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
PUC-TIME,QID93,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
CAC-TIME,QID107,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
LSC-TIME,QID126,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
LSTA-TIME,QID127,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
WNC-TIME,QID138,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
WNTA-TIME,QID144,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
FSTA-TIME,QID150,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
FSC-TIME,QID156,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
CCEDUTIME,QID158,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
PDTB-TIME,QID164,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
PUTB-TIME,QID170,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
EUTB-TIME,QID176,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
CATB-TIME,QID182,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
LSTB-TIME,QID188,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
WNTB-TIME,QID194,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
FSTB-TIME,QID200,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
IDMcD-Time,QID221,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
IDFAKE-Time,QID222,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
IDCC-Time,QID226,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
IDFF-Time,QID227,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
COMMIT-TIME,QID256,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
NETSKILLSCCREC-TIME,QID258,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
PUTA-TIME,QID1215596998,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
CATA-TIME,QID1215597207,Timing,PageTimer,Timing,1=First Click | 2=Last Click | 3=Page Submit | 4=Click Count,,False
COMMIT,QID247,MC,SAVR,"We care about your opinions and we care about the quality of our survey data. To get the most accurate measures of your opinions, it is important that you provide thoughtful answers in good faith to each question in this survey. Please do not use text generated by AI or LLMs such as ChatGPT. Your answers to questions about your personal opinions will have no impact on your compensation. Do you commit to providing thoughtful answers in good faith to the questions in the survey?","1=I can't promise either way | 2=Yes, I will | 3=No, I will not",,False
EDU,QID209,MC,SAVR,What is the highest level of education you have completed?,"1=Some high school or less | 2=High school diploma or GED | 3=Some college, but no degree | 4=Associates or technical degree | 5=Bachelor’s degree | 6=Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.) | 7=Prefer not to say",,False
AGE,QID4,TE,SL,What is your current age?,,,False
POLPARTY,QID213,MC,SAVR,"What political party, if any, do you most closely affiliate with?",1=Republican Party | 2=Democratic Party | 3=None (Independent) | 4=Other (Please enter below) | 5=Prefer not to say,,False
INCOME,QID210,MC,SAVR,What was your total household income before taxes during the past 12 months?,"1=Less than $25,000 | 2=$25,000-$49,999 | 3=$50,000-$74,999 | 4=$75,000-$99,999 | 5=$100,000-$149,999 | 6=$150,000 or more | 7=Prefer not to say",,False
PINK,QID250,MC,SAVR,Which of the following colors is a lighter shade of red?,1=Green | 2=Pink | 3=Yellow | 4=Black | 5=Blue,,False
FIRSTNAMEGEN,QID251,MC,SAVR,Which of the following names do you think is most likely to belong to someone who identifies as a female?,1=Henry | 2=Robert | 3=Elizabeth | 4=Timothy | 6=Edward,,False
GENDER,QID204,MC,SAVR,With what gender do you most closely identify?,1=Male | 2=Female | 3=A gender identity that's not listed (please specify) | 4=Prefer not to say,,False
CCREC,QID252,TE,SL,You indicated you recognize Creative Commons. Please briefly describe in your own words your understanding of Creative Commons. Please do not use AI assistance or outside sources.,,,True
